Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Education_Group,Income_Group,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio
44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067,0,Medium Education,Low Income,9.371608519572305,9.302190025606063,0.06485097231961631
53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,0,Low Education,Middle Income,8.955964118230874,8.640118538253535,0.23980399220731702
45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.211,0.114,0,Medium Education,Middle Income,9.250426095515468,9.129455643235719,0.10795714150509228
63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.231,0.395,0,Medium Education,Unknown,8.286017468404763,7.783224016336037,0.33289441527332897
39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,0.939,1204,19,0.727,0.406,0,High Education,Low Income,8.733271845008325,8.213110697596676,0.3407487933884732
48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0,1,Low Education,Low Income,8.990441550826862,8.990441550826862,0.0
51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,0.649,1131,18,0.636,0.258,0,Unknown,High Income,9.109082539901955,8.811354229965728,0.2295231582782488
54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517,12409.0,1.996,1576,25,1.5,0.169,0,Medium Education,Middle Income,9.61092693263324,9.426257878198653,0.15614868248993136
59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178,0,Medium Education,Low Income,8.754002933494261,8.557951183888406,0.16381808522939495
59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0,1,Medium Education,Middle Income,9.61447125707121,9.61447125707121,0.0
48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0,2732.0,0.76,739,16,0.455,0.0,1,Low Education,Low Income,7.913155185928068,7.913155185928068,0.0
41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941,0,Medium Education,Low Income,7.719129840906732,4.897839799950911,0.6632033041868731
55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,0,Medium Education,High Income,9.29807648628027,9.14644164612595,0.13190507087993858
47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,4121.0,0.728,1343,30,1.308,0.23,0,Medium Education,Unknown,8.584851839890053,8.324093761450404,0.20701416938432612
41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118,0,Low Education,Middle Income,9.14494815320913,9.019542996701185,0.11154137473290741
40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0,0,Low Education,Middle Income,9.981281579976148,9.981281579976148,0.0
68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.119,0,Medium Education,Unknown,9.536834420213353,9.409928663668856,0.11243542932978817
50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.571,0.0,0,Medium Education,Low Income,9.819399172153842,9.819399172153842,0.0
47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64,0,Low Education,Middle Income,7.785720896534624,6.763884908562435,0.49469624183610705
53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.432,0,Medium Education,Low Income,7.675546002537848,7.110696122978827,0.35907206853845386
42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,2038.0,0.786,1238,28,0.75,0.0,0,Unknown,Low Income,7.620214770574455,7.620214770574455,0.0
48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0,0,Low Education,Low Income,9.004053937728395,9.004053937728395,0.0
49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.554,1099,27,0.8,0.066,0,High Education,High Income,9.144734614878189,9.076466063419854,0.0639133257436528
44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0,0,Low Education,Unknown,10.393416350589133,10.393416350589133,0.0
43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,0,Medium Education,Low Income,8.069655306886165,7.124478262493424,0.47747564408443655
56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1.009,1651,28,1.0,0.359,0,Low Education,Middle Income,7.9561263512135,7.511524648390866,0.30674913516900665
59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309,0,Medium Education,Unknown,8.348774539791274,7.979338895262328,0.26926348692776286
46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.101,0,Low Education,Middle Income,9.926227039505617,9.819507938740854,0.09621885774054292
47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607,0,Unknown,Low Income,8.155649270366002,7.221835825288449,0.47436908675537554
50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.333,0.512,0,Low Education,Low Income,8.028129059431759,7.310550158534422,0.4134332777573413
51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.806,0,Low Education,Low Income,7.689828668736484,6.052089168924417,0.5911144549947938
47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.463,0,Low Education,Low Income,7.385230923066573,6.763884908562435,0.3804891220379873
58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77,0,Low Education,Low Income,7.945555428253489,6.476972362889683,0.5709795465857378
46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,0.658,597,17,0.7,0.076,1,Medium Education,Middle Income,10.40353530313024,10.324136795969332,0.07325046173959267
53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0.0,0,Low Education,Middle Income,7.271912163268625,7.271912163268625,0.0
45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.467,0.108,0,Low Education,Unknown,9.672563813902956,9.557964480394498,0.10255658832509207
52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,0,Low Education,Low Income,8.810459642161918,8.667507952075105,0.12486898204586927
53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,1,Unknown,Middle Income,8.074960359115858,8.074960359115858,0.0
50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,0,Low Education,Middle Income,10.44920723527944,10.412020550242234,0.036331929247390274
41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,0,Low Education,Low Income,9.18993356219852,9.031692060548524,0.1362776182925478
45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105,28,0.867,0.171,0,Medium Education,Low Income,9.249657234353133,9.06230429314878,0.1578580846155803
53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,0,Low Education,Middle Income,10.195895938351995,10.124909622951998,0.06672363204290818
67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.837,0,Medium Education,Low Income,8.008698182988528,6.194405391104672,0.6081338062329886
57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055,0,Low Education,Low Income,9.877297569445886,9.820703591057207,0.053540766928029816
59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,0,Low Education,Low Income,8.118802996980035,7.771488760117616,0.2577381960787088
45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,0,Low Education,Low Income,8.660773919893762,8.16735198705607,0.3293037471426004
51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19,0,Medium Education,Middle Income,9.31533081916712,9.104979856318357,0.173953307123438
59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,0,Low Education,Low Income,7.969357742016346,6.7912214627261855,0.5259112611840315
53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503,0,Medium Education,Middle Income,8.125926802707886,7.426549072397305,0.40746311077083747
47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059,0,Medium Education,Middle Income,9.967963571720492,9.90752937336246,0.0573250666192694
49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348,27,0.286,0.0,0,Low Education,Unknown,9.461954755266087,9.461954755266087,0.0
49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,0,High Education,Middle Income,8.744966011114109,8.668539943910762,0.07138999608667294
60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,0,Medium Education,Low Income,7.271912163268625,6.5529357555428644,0.4140944348062189
50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,0,Low Education,Low Income,9.143773127704069,8.952864141581468,0.16041672140590468
41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,0,High Education,Unknown,9.940735166562794,9.940735166562794,0.0
57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,0,Medium Education,Middle Income,9.589666822474653,9.444384297758681,0.126632650933366
43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0,0,Medium Education,Middle Income,10.213175705250524,10.213175705250524,0.0
57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251,0,Medium Education,Low Income,8.7558950816463,8.46674164792014,0.2239432314847741
54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,0,High Education,High Income,9.980124467074832,9.899328917387269,0.07510747248680541
51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463,0,High Education,Low Income,8.146129510025405,7.524021415206125,0.3804891220379873
47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133,0,Low Education,Low Income,8.704336438489406,8.56216655705897,0.12486898204586927
41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11,0,Low Education,High Income,9.810000709442663,9.693815353719375,0.10436001532424277
53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,0,Low Education,Middle Income,9.704670693212975,9.613870275449836,0.08342160813907239
68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,1,Low Education,Low Income,7.271912163268625,6.2902720023431815,0.48612301112561884
59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,0,Medium Education,Middle Income,8.971067438732089,8.729882284826589,0.19392069263730652
48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777,42,0.75,0.164,0,Unknown,Middle Income,8.57338447106598,8.394573477868327,0.15186234930924608
44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176,0,Medium Education,Middle Income,9.339349052539717,9.145375093123823,0.16211884947643518
48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483,41,0.519,0.133,0,Medium Education,Middle Income,9.41759841406017,9.275285060616564,0.12486898204586927
47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049,0,Medium Education,Middle Income,10.44920723527944,10.399341660371974,0.04783732941416013
47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,0,Medium Education,Middle Income,10.44920723527944,10.405746587635992,0.04210117601863539
43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,0,Low Education,Low Income,9.2605580881368,9.097731427593528,0.13976194237515868
55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0,1,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,1,High Education,Middle Income,7.271912163268625,7.271912163268625,0.0
63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,0,Medium Education,Low Income,7.8709295967551425,6.734591659972948,0.5181983780954038
58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,0,Medium Education,High Income,10.102666226396506,9.99938846691333,0.09349034308733889
53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694,0,Low Education,Low Income,7.774015077250727,6.591673732008658,0.5270925962298626
59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,0,Unknown,Middle Income,10.44920723527944,10.409039293799411,0.03825871211709034
52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,0,Medium Education,High Income,9.313528529772352,9.091556835986216,0.1814878760453772
48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,0,Low Education,Middle Income,9.34425918954197,9.095602694505759,0.1988508587451652
43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13,0,Low Education,Low Income,9.49243184611472,9.353401214816834,0.12221763272424921
48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,0,Medium Education,Low Income,7.85243908535751,6.424869023905388,0.5653138090500605
43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202,0,Medium Education,Low Income,8.662504922576291,8.4368504387337,0.18398683611301583
44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,0,Unknown,Middle Income,8.971194463184467,8.587465244401569,0.2768738737351776
41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035,0,Low Education,Middle Income,10.44920723527944,10.413763024996637,0.0344014267173324
44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546,25,1.273,0.165,0,Low Education,Low Income,9.31721973360328,9.13701670755734,0.1527210870176639
50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,0,Unknown,Low Income,7.527255919373784,5.541263545158426,0.6221880916194514
60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,0,Low Education,Low Income,7.5569505720129,6.464588303689961,0.5098251234324072
44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598,0,Medium Education,Middle Income,8.253227645581772,7.3427791893318455,0.4687528473440829
48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,0,Medium Education,Low Income,7.65728279297819,6.882437470997847,0.4311328548567422
44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0,Medium Education,Low Income,7.271912163268625,6.633713092234391,0.38662202030668447
41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,0,Low Education,Middle Income,10.231243339616583,10.164620289754373,0.06203539091945264
45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,0,Medium Education,Middle Income,7.271912163268625,7.271912163268625,0.0
47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,0,Low Education,Low Income,9.53813218535584,9.363662136919832,0.14842000511827327
51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,0,Medium Education,Low Income,8.041412909393047,7.497207223203318,0.35065687161316933
51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,0,Medium Education,High Income,10.44920723527944,10.39973746484973,0.04688358589885042
60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,1,Low Education,Low Income,7.271912163268625,6.026590349083357,0.5382462193419828
57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,0,Unknown,Middle Income,9.845434621087511,9.748703338735261,0.0880108773227133
41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,0,Medium Education,High Income,8.557951183888406,8.14902386805177,0.289680075114454
44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,0,High Education,Middle Income,9.796236361789152,9.700269170029188,0.0880108773227133
43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,0,Medium Education,Middle Income,7.913521017283895,6.818924065275521,0.510425543744651
55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,0,Medium Education,Middle Income,9.089753408987065,8.93102321585603,0.13714983814723364
52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,1,Low Education,Middle Income,7.527255919373784,3.2188758248682006,0.6866259635696798
44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,0,Medium Education,Middle Income,10.44920723527944,10.44920723527944,0.0
41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,0,Low Education,Low Income,9.31542084842669,9.198874893866904,0.10436001532424277
44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,0,Unknown,Middle Income,9.979244164935375,9.902937401230647,0.07045846364856141
53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,1,Unknown,Low Income,7.958576903813898,5.8377304471659395,0.6312717768418579
39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,0,Low Education,Middle Income,8.569785641535407,8.24143968982973,0.2468600779315258
49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0,1,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,1,Medium Education,Low Income,8.127995055771946,8.127995055771946,0.0
54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,0,Medium Education,Middle Income,7.592366128519796,6.542471960506805,0.5007752879124893
49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,0,Low Education,Middle Income,8.443761913330354,8.005033344637111,0.3038014543316642
46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,523.0,0.343,1287,36,0.636,0.761,0,High Education,Unknown,7.691656822810547,6.261491684321042,0.5658818295140691
46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0,1,Low Education,High Income,7.8009820712577405,7.8009820712577405,0.0
47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072,0,Medium Education,Middle Income,9.966697065934012,9.892072649720829,0.06952606264861023
44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,0,High Education,Middle Income,8.933004591578547,8.53660358493606,0.28292075535007044
50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.459,0,High Education,High Income,8.081784206935001,7.466799475018602,0.3777512695406486
73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,0,Low Education,Low Income,8.405143687607614,8.11522197256233,0.22474227267790678
56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244,0,Unknown,Low Income,7.976251943745623,7.697121317282625,0.2183319943169877
